# DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# STN         NAME
# 222         Hoorn Nh    
# RD        : 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag
# SX        : codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC
# STN,YYYYMMDD,   RD,   SX
  222,19011123,   65,     
  222,19011124,    0,     
  222,19011125,    0,     
  222,19011126,    0,     
  222,19011127,    0,     
  222,19011128,    0,     
  222,19011129,    0,     
  222,19011130,   28,     
  222,19011201,   82,     
  222,19011202,   45,     
  222,19011203,    0,     
  222,19011204,    0,     
  222,19011205,    0,     
  222,19011206,    0,     
  222,19011207,    0,     
  222,19011208,   24,     
  222,19011209,   62,     
  222,19011210,   45,     
  222,19011211,   31,     
  222,19011212,   12,     
  222,19011213,   38,     
  222,19011214,    0,     
  222,19011215,   27,     
  222,19011216,   23,     
  222,19011217,    0,     
  222,19011218,    0,     
  222,19011219,   16,     
  222,19011220,   73,     
  222,19011221,    0,     
  222,19011222,   20,     
  222,19011223,  155,     
  222,19011224,   12,     
  222,19011225,    7,     
  222,19011226,  124,     
  222,19011227,    0,     
  222,19011228,   13,     
  222,19011229,   32,     
  222,19011230,    0,     
  222,19011231,   31,     
  222,19020101,    0,     
  222,19020102,    0,     
  222,19020103,    2,     
  222,19020104,   23,     
  222,19020105,    0,     
  222,19020106,    5,     
  222,19020107,   30,     
  222,19020108,   10,     
  222,19020109,   11,     
  222,19020110,    0,     
  222,19020111,   14,     
  222,19020112,   23,     
  222,19020113,    3,     
  222,19020114,   45,     
  222,19020115,    0,     
  222,19020116,    0,     
  222,19020117,    0,     
  222,19020118,    0,     
  222,19020119,    0,     
  222,19020120,    0,     
  222,19020121,    0,     
  222,19020122,   12,     
  222,19020123,   25,     
  222,19020124,    0,     
  222,19020125,   22,     
  222,19020126,   14,     
  222,19020127,   45,     
  222,19020128,   32,     
  222,19020129,   11,     
  222,19020130,   21,     
  222,19020131,   16,     
  222,19020201,    0,     
  222,19020202,    0,     
  222,19020203,    0,     
  222,19020204,    0,     
  222,19020205,    0,     
  222,19020206,    0,     
  222,19020207,    0,     
  222,19020208,    0,     
  222,19020209,   15,     
  222,19020210,   31,     
  222,19020211,   21,     
  222,19020212,   45,     
  222,19020213,    2,     
  222,19020214,    7,     
  222,19020215,   14,     
  222,19020216,    0,     
  222,19020217,   73,     
  222,19020218,    0,     
  222,19020219,    0,     
  222,19020220,    0,     
  222,19020221,   21,     
  222,19020222,    0,     
  222,19020223,    0,     
  222,19020224,    0,     
  222,19020225,    0,     
  222,19020226,   15,     
  222,19020227,   20,     
  222,19020228,    0,     
  222,19020301,    0,     
  222,19020302,    0,     
  222,19020303,    0,     
  222,19020304,    0,     
  222,19020305,    0,     
  222,19020306,    0,     
  222,19020307,    0,     
  222,19020308,    0,     
  222,19020309,    0,     
  222,19020310,  123,     
  222,19020311,    0,     
  222,19020312,    0,     
  222,19020313,    0,     
  222,19020314,    0,     
  222,19020315,    0,     
  222,19020316,   30,     
  222,19020317,   10,     
  222,19020318,    0,     
  222,19020319,    0,     
  222,19020320,    0,     
  222,19020321,    0,     
  222,19020322,   45,     
  222,19020323,    0,     
  222,19020324,    5,     
  222,19020325,    7,     
  222,19020326,    4,     
  222,19020327,   15,     
  222,19020328,   13,     
  222,19020329,   16,     
  222,19020330,   21,     
  222,19020331,    0,     
  222,19020401,   11,     
  222,19020402,   18,     
  222,19020403,    0,     
  222,19020404,    0,     
  222,19020405,   21,     
  222,19020406,    5,     
  222,19020407,   32,     
  222,19020408,   27,     
  222,19020409,    0,     
  222,19020410,    0,     
  222,19020411,    0,     
  222,19020412,    0,     
  222,19020413,    8,     
  222,19020414,    0,     
  222,19020415,   27,     
  222,19020416,    0,     
  222,19020417,    0,     
  222,19020418,   18,     
  222,19020419,    0,     
  222,19020420,    0,     
  222,19020421,    0,     
  222,19020422,    0,     
  222,19020423,    0,     
  222,19020424,   15,     
  222,19020425,   32,     
  222,19020426,    0,     
  222,19020427,    0,     
  222,19020428,    0,     
  222,19020429,    0,     
  222,19020430,    0,     
  222,19020501,    0,     
  222,19020502,    0,     
  222,19020503,    0,     
  222,19020504,   31,     
  222,19020505,   85,     
  222,19020506,   24,     
  222,19020507,    0,     
  222,19020508,   32,     
  222,19020509,   47,     
  222,19020510,    0,     
  222,19020511,    0,     
  222,19020512,    0,     
  222,19020513,    0,     
  222,19020514,    0,     
  222,19020515,    0,     
  222,19020516,    0,     
  222,19020517,    0,     
  222,19020518,   31,     
  222,19020519,  125,     
  222,19020520,  104,     
  222,19020521,  152,     
  222,19020522,    0,     
  222,19020523,    0,     
  222,19020524,    0,     
  222,19020525,    0,     
  222,19020526,   22,     
  222,19020527,   64,     
  222,19020528,   51,     
  222,19020529,    0,     
  222,19020530,    0,     
  222,19020531,   12,     
  222,19020601,   11,     
  222,19020602,    0,     
  222,19020603,    0,     
  222,19020604,    0,     
  222,19020605,    0,     
  222,19020606,   42,     
  222,19020607,   12,     
  222,19020608,   36,     
  222,19020609,   21,     
  222,19020610,   52,     
  222,19020611,   48,     
  222,19020612,   53,     
  222,19020613,    0,     
  222,19020614,    0,     
  222,19020615,    0,     
  222,19020616,    0,     
  222,19020617,    0,     
  222,19020618,    0,     
  222,19020619,    0,     
  222,19020620,    0,     
  222,19020621,    0,     
  222,19020622,    0,     
  222,19020623,    0,     
  222,19020624,    0,     
  222,19020625,    0,     
  222,19020626,    0,     
  222,19020627,    0,     
  222,19020628,    0,     
  222,19020629,    0,     
  222,19020630,    0,     
  222,19020701,   34,     
  222,19020702,   22,     
  222,19020703,   24,     
  222,19020704,    0,     
  222,19020705,    0,     
  222,19020706,   45,     
  222,19020707,    0,     
  222,19020708,    0,     
  222,19020709,   18,     
  222,19020710,   32,     
  222,19020711,   57,     
  222,19020712,   72,     
  222,19020713,   67,     
  222,19020714,    0,     
  222,19020715,    0,     
