# DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# STN         NAME
# 961         Roermond    
# RD        : 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag
# SX        : codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC
# STN,YYYYMMDD,   RD,   SX
  961,19001218,    0,     
  961,19001219,    0,     
  961,19001220,    0,     
  961,19001221,    0,     
  961,19001222,   36,     
  961,19001223,    0,     
  961,19001224,    0,     
  961,19001225,    0,     
  961,19001226,    0,     
  961,19001227,    0,     
  961,19001228,   50,     
  961,19001229,   40,     
  961,19001230,   45,     
  961,19001231,   23,     
  961,19010101,    0,     
  961,19010102,  130,     
  961,19010103,    0,     
  961,19010104,   50,     
  961,19010105,    0,     
  961,19010106,    0,     
  961,19010107,    0,     
  961,19010108,    0,     
  961,19010109,    0,     
  961,19010110,    0,     
  961,19010111,    0,     
  961,19010112,    0,     
  961,19010113,    0,     
  961,19010114,    0,     
  961,19010115,    0,     
  961,19010116,    0,     
  961,19010117,    0,     
  961,19010118,    0,     
  961,19010119,    0,     
  961,19010120,    0,     
  961,19010121,    0,     
  961,19010122,   15,     
  961,19010123,    0,     
  961,19010124,    5,     
  961,19010125,    0,     
  961,19010126,    0,     
  961,19010127,    0,     
  961,19010128,    0,     
  961,19010129,  166,     
  961,19010130,   65,     
  961,19010131,   45,     
  961,19010201,   17,     
  961,19010202,    5,     
  961,19010203,    0,     
  961,19010204,    0,     
  961,19010205,   10,     
  961,19010206,   15,     
  961,19010207,    0,     
  961,19010208,    0,     
  961,19010209,   10,     
  961,19010210,    0,     
  961,19010211,    0,     
  961,19010212,   39,     
  961,19010213,    0,     
  961,19010214,    5,     
  961,19010215,    5,     
  961,19010216,   25,     
  961,19010217,    0,     
  961,19010218,   30,     
  961,19010219,   20,     
  961,19010220,    0,     
  961,19010221,    0,     
  961,19010222,    0,     
  961,19010223,    0,     
  961,19010224,    0,     
  961,19010225,    0,     
  961,19010226,   46,     
  961,19010227,    0,     
  961,19010228,   11,     
  961,19010301,   30,     
  961,19010302,   25,     
  961,19010303,   10,     
  961,19010304,    0,     
  961,19010305,   50,     
  961,19010306,    0,     
  961,19010307,   92,     
  961,19010308,   28,     
  961,19010309,   35,     
  961,19010310,    0,     
  961,19010311,    0,     
  961,19010312,    0,     
  961,19010313,   23,     
  961,19010314,    0,     
  961,19010315,    0,     
  961,19010316,    0,     
  961,19010317,    0,     
  961,19010318,    0,     
  961,19010319,    0,     
  961,19010320,   66,     
  961,19010321,   50,     
  961,19010322,    0,     
  961,19010323,    0,     
  961,19010324,    0,     
  961,19010325,    0,     
  961,19010326,    0,     
